,red,blue,actual,ai,ai_err,bookies,bookies_err,delta
482,Jared Hamman,Magnus Cedenblad,0,0.9165576696395874,0.9165576696395874,0.4545454545454545,0.4545454545454545,0.4620122150941329
483,Bec Rawlings,Seohee Ham,1,0.407478392124176,0.592521607875824,0.5238095238095238,0.4761904761904762,0.1163311316853478
484,Paulo Thiago,Siyar Bahadurzada,0,0.9927089214324952,0.9927089214324952,0.6,0.6,0.3927089214324953
485,Scott Askham,Chris Dempsey,1,0.0006648058188147843,0.9993351941811852,0.7826086956521741,0.21739130434782594,0.7819438898333593
486,Mickael Lebout,Teemu Packalen,1,0.009200689382851124,0.9907993106171488,0.4545454545454545,0.5454545454545455,0.44534476516260335
487,Rafael Natal,Andrew Craig,0,0.8226290345191956,0.8226290345191956,0.43478260869565216,0.43478260869565216,0.3878464258235434
488,Abel Trujillo,Tony Sims,1,6.334974500532553e-07,0.99999936650255,0.425531914893617,0.5744680851063829,0.42553128139616697
489,Jamie Varner,Abel Trujillo,0,0.9757280349731444,0.9757280349731444,0.5348837209302325,0.5348837209302325,0.4408443140429119
490,Marcus LeVesseur,Abel Trujillo,0,0.9976984858512878,0.9976984858512878,0.5833333333333334,0.5833333333333334,0.4143651525179545
491,Brad Pickett,Michael McDonald,0,0.7268626689910889,0.7268626689910889,0.2564102564102564,0.2564102564102564,0.4704524125808325
492,Michael McDonald,Masanori Kanehara,1,0.3419584631919861,0.6580415368080139,0.8571428571428571,0.1428571428571429,0.515184393950871
493,Miguel Torres,Michael McDonald,0,0.9994508624076844,0.9994508624076844,0.5121951219512195,0.5121951219512195,0.4872557404564649
494,Roland Delorme,Michinori Tanaka,0,0.9606152176856996,0.9606152176856996,0.4166666666666667,0.4166666666666667,0.5439485510190329
495,Cole Miller,Jim Alers,1,0.006276044063270092,0.9937239559367299,0.5238095238095238,0.4761904761904762,0.5175334797462537
496,Kyle Noke,Andrew Craig,0,0.9761566519737244,0.9761566519737244,0.7183098591549296,0.7183098591549296,0.25784679281879475
497,Kyle Noke,Jonavin Webb,1,0.00047695307875983417,0.9995230469212402,0.5238095238095238,0.4761904761904762,0.523332570730764
499,Kazuki Tokudome,Johnny Case,0,0.9605507850646972,0.9605507850646972,0.5652173913043478,0.5652173913043478,0.39533339376034937
500,Viscardi Andrade,Gasan Umalatov,1,0.02871856652200222,0.9712814334779978,0.4761904761904761,0.523809523809524,0.4474719096684739
501,Neil Seery,Chris Beal,1,0.00415695458650589,0.995843045413494,0.3597122302158273,0.6402877697841727,0.35555527562932143
504,Vitor Miranda,Clint Hester,1,0.07335299253463745,0.9266470074653624,0.4545454545454545,0.5454545454545455,0.381192462010817
505,Paddy Holohan,Vaughan Lee,1,4.089593517164758e-07,0.9999995910406484,0.5918367346938775,0.4081632653061225,0.5918363257345258
506,Daniel Pineda,Rob Whiteford,0,0.8639404773712158,0.8639404773712158,0.6774193548387096,0.6774193548387096,0.1865211225325062
507,Cristiano Marcello,Sam Sicilia,0,0.8115619421005249,0.8115619421005249,0.36101083032490977,0.36101083032490977,0.4505511117756151
508,Sam Sicilia,Maximo Blanco,0,0.8384142518043518,0.8384142518043518,0.35714285714285715,0.35714285714285715,0.4812713946614946
509,Sam Sicilia,Yaotzin Meza,1,0.00784116331487894,0.9921588366851212,0.726027397260274,0.273972602739726,0.718186233945395
510,John Howard,Brian Ebersole,0,0.9977772831916808,0.9977772831916808,0.7058823529411765,0.7058823529411765,0.2918949302505043
512,Hacran Dias,Levan Makashvili,1,0.2761586606502533,0.7238413393497467,0.5918367346938775,0.4081632653061225,0.31567807404362425
513,Pat Barry,Shawn Jordan,0,0.9626848101615906,0.9626848101615906,0.4878048780487805,0.4878048780487805,0.4748799321128101
514,Aaron Simpson,Mark Munoz,0,0.999070167541504,0.999070167541504,0.4651162790697674,0.4651162790697674,0.5339538884717366
515,Rampage Jackson,Fabio Maldonado,1,0.2347105145454407,0.7652894854545593,0.6296296296296297,0.3703703703703704,0.394919115084189
516,Ruan Potts,Anthony Hamilton,0,0.5863985419273376,0.5863985419273376,0.3278688524590164,0.3278688524590164,0.2585296894683212
517,Ron Stallings,Justin Jones,1,0.0682799220085144,0.9317200779914856,0.3846153846153847,0.6153846153846153,0.3163354626068703
518,Erick Silva,Carlo Prater,0,0.8562960028648376,0.8562960028648376,0.8412698412698413,0.8412698412698413,0.01502616159499637
519,Erick Silva,Josh Koscheck,1,2.313961522304453e-05,0.9999768603847772,0.8214285714285714,0.1785714285714286,0.8214054318133484
520,Erick Silva,Mike Rhodes,1,0.016741491854190826,0.9832585081458092,0.8,0.2,0.7832585081458092
522,Jake Ellenberger,Josh Koscheck,1,0.05221378430724144,0.9477862156927586,0.5833333333333334,0.4166666666666666,0.5311195490260919
523,Roman Salazar,Norifumi Yamamoto,1,0.229034885764122,0.770965114235878,0.425531914893617,0.5744680851063829,0.19649702912949504
524,Ivan Jorge,Josh Shockley,1,0.2830020785331726,0.7169979214668274,0.7222222222222221,0.2777777777777779,0.4392201436890495
525,Keith Wisniewski,Ivan Jorge,0,0.780264139175415,0.780264139175415,0.28169014084507044,0.28169014084507044,0.4985739983303446
526,Anderson Silva,Nick Diaz,1,0.38144391775131226,0.6185560822486877,0.7802197802197803,0.21978021978021967,0.3987758624684681
527,Ildemar Alcantara,Igor Araujo,0,0.9999934434890748,0.9999934434890748,0.7752808988764045,0.7752808988764045,0.22471254461267032
529,KJ Noons,Daron Cruickshank,1,0.006637467537075281,0.9933625324629248,0.3333333333333333,0.6666666666666667,0.32669586579625803
530,Sam Stout,KJ Noons,0,0.9999997615814208,0.9999997615814208,0.5121951219512195,0.5121951219512195,0.4878046396302013
531,Isaac Vallie-Flagg,Elias Silverio,0,0.5203284621238708,0.5203284621238708,0.37735849056603776,0.37735849056603776,0.1429699715578331
532,Yves Edwards,Isaac Vallie-Flagg,0,0.9947545528411864,0.9947545528411864,0.6825396825396826,0.6825396825396826,0.31221487030150386
533,Yves Edwards,Akbarh Arreola,0,0.9997052550315856,0.9997052550315856,0.726027397260274,0.726027397260274,0.2736778577713116
534,Yves Edwards,Daron Cruickshank,0,0.9975059628486632,0.9975059628486632,0.37735849056603776,0.37735849056603776,0.6201474722826255
535,Yves Edwards,Piotr Hallmann,0,0.9828363060951232,0.9828363060951232,0.4081632653061225,0.4081632653061225,0.5746730407890006
536,Yves Edwards,Sam Stout,0,0.9995108842849731,0.9995108842849731,0.3745318352059925,0.3745318352059925,0.6249790490789806
537,Dylan Andrews,Clint Hester,0,0.9999977350234984,0.9999977350234984,0.5833333333333334,0.5833333333333334,0.41666440169016505
538,Andy Ogle,Akira Corassani,0,0.9999949932098388,0.9999949932098388,0.6078431372549019,0.6078431372549019,0.3921518559549369
539,Paulo Thiago,Gasan Umalatov,0,0.9760569334030152,0.9760569334030152,0.6363636363636364,0.6363636363636364,0.3396932970393789
540,Johnny Bedford,Cody Gibson,0,0.9999990463256836,0.9999990463256836,0.6491228070175439,0.6491228070175439,0.3508762393081397
541,Amir Sadollah,Duane Ludwig,0,0.9985620379447936,0.9985620379447936,0.797979797979798,0.797979797979798,0.2005822399649956
542,Louis Gaudinot,Johnny Bedford,0,0.646091103553772,0.646091103553772,0.3278688524590164,0.3278688524590164,0.31822225109475555
543,John Hathaway,Mike Pyle,0,0.9951419830322266,0.9951419830322266,0.826086956521739,0.826086956521739,0.16905502651048754
544,Ricardo Funch,Mike Pyle,0,0.9899349808692932,0.9899349808692932,0.1801801801801802,0.1801801801801802,0.8097548006891129
545,Tom Niinimaki,Niklas Backstrom,0,0.9808716773986816,0.9808716773986816,0.7101449275362319,0.7101449275362319,0.2707267498624497
546,Jason Young,Robert Peralta,0,0.9999649524688721,0.9999649524688721,0.5348837209302325,0.5348837209302325,0.4650812315386394
547,Fabio Maldonado,Kyle Kingsbury,0,0.9655148983001708,0.9655148983001708,0.37735849056603776,0.37735849056603776,0.5881564077341329
548,Jared Hamman,Kyle Kingsbury,0,0.9214419722557068,0.9214419722557068,0.6491228070175439,0.6491228070175439,0.2723191652381629
549,Brad Pickett,Ian McCall,0,0.989538311958313,0.989538311958313,0.4016064257028112,0.4016064257028112,0.5879318862555019
550,Alessio Sakara,Nico Musoke,0,0.9690499305725098,0.9690499305725098,0.6363636363636364,0.6363636363636364,0.3326862942088734
551,Marcos Vinicius,Ali Bagautinov,0,0.9719255566596984,0.9719255566596984,0.24096385542168675,0.24096385542168675,0.7309617012380116
554,Aaron Simpson,Ronny Markes,0,0.7960765361785889,0.7960765361785889,0.43478260869565216,0.43478260869565216,0.3612939274829367
555,Justin Lawrence,Daniel Pineda,0,0.999948263168335,0.999948263168335,0.5,0.5,0.499948263168335
556,Mackens Semerzier,Daniel Pineda,0,0.8077691197395325,0.8077691197395325,0.5918367346938775,0.5918367346938775,0.21593238504565493
557,Nam Phan,Leonard Garcia,0,0.9502246379852296,0.9502246379852296,0.37735849056603776,0.37735849056603776,0.5728661474191918
558,Yves Jabouin,Pablo Garza,0,0.9302024841308594,0.9302024841308594,0.6153846153846154,0.6153846153846154,0.314817868746244
559,Chris Leben,Brian Stann,0,0.988178551197052,0.988178551197052,0.5951417004048583,0.5951417004048583,0.39303685079219375
560,Leonard Garcia,Cody McKenzie,0,0.9905731081962584,0.9905731081962584,0.6721311475409836,0.6721311475409836,0.3184419606552749
561,Norifumi Yamamoto,Darren Uyenoyama,0,0.959611177444458,0.959611177444458,0.7959183673469387,0.7959183673469387,0.16369281009751935
562,Kenny Florian,Gray Maynard,0,0.8794832229614258,0.8794832229614258,0.5833333333333334,0.5833333333333334,0.2961498896280924
563,Brian Ebersole,James Head,0,0.9998856782913208,0.9998856782913208,0.7647058823529411,0.7647058823529411,0.2351797959383797
564,Claude Patrick,Brian Ebersole,0,0.5996770858764648,0.5996770858764648,0.5238095238095238,0.5238095238095238,0.07586756206694101
565,James Irvin,Igor Pokrajac,0,0.9985312223434448,0.9985312223434448,0.6153846153846154,0.6153846153846154,0.3831466069588294
566,Krzysztof Soszynski,Igor Pokrajac,0,1.0,1.0,0.7183098591549296,0.7183098591549296,0.2816901408450704
567,Keith Jardine,Matt Hamill,0,0.9999414682388306,0.9999414682388306,0.4166666666666667,0.4166666666666667,0.5832748015721638
568,Jared Hamman,Costas Philippou,0,0.9996733665466307,0.9996733665466307,0.6376811594202898,0.6376811594202898,0.36199220712634095
569,Keith Wisniewski,Chris Clements,0,0.5604228377342224,0.5604228377342224,0.425531914893617,0.425531914893617,0.1348909228406054
570,Jared Hamman,Michael Kuiper,0,0.9994702935218812,0.9994702935218812,0.4081632653061225,0.4081632653061225,0.5913070282157586
572,Mike Massenzio,Karlos Vemola,0,0.999848484992981,0.999848484992981,0.5652173913043478,0.5652173913043478,0.4346310936886332
573,Seth Petruzelli,Karlos Vemola,0,0.9345417022705078,0.9345417022705078,0.5121951219512195,0.5121951219512195,0.4223465803192883
575,Tyson Griffin,Bart Palaszewski,0,1.0,1.0,0.7468354430379747,0.7468354430379747,0.2531645569620253
576,Duane Ludwig,Josh Neer,0,0.5133379697799683,0.5133379697799683,0.3921568627450981,0.3921568627450981,0.12118110703487014
577,Paul Sass,Matt Wiman,0,0.9014707207679749,0.9014707207679749,0.5238095238095238,0.5238095238095238,0.37766119695845096
578,Paul Kelly,Jacob Volkmann,0,0.577200710773468,0.577200710773468,0.5121951219512195,0.5121951219512195,0.0650055888222485
579,Aaron Simpson,Mike Pierce,0,0.9995720982551576,0.9995720982551576,0.425531914893617,0.425531914893617,0.5740401833615405
580,Forrest Griffin,Tito Ortiz,0,0.9898648858070374,0.9898648858070374,0.75,0.75,0.2398648858070373
581,Jake Hecht,Sean Pierson,0,0.8792077302932739,0.8792077302932739,0.6078431372549019,0.6078431372549019,0.271364593038372
582,Rich Attonito,Jake Hecht,0,0.928013801574707,0.928013801574707,0.696969696969697,0.696969696969697,0.23104410460501
583,TJ Grant,Ricardo Almeida,0,0.9776898026466372,0.9776898026466372,0.43478260869565216,0.43478260869565216,0.5429071939509849
584,Matt Serra,Chris Lytle,0,0.9998213648796082,0.9998213648796082,0.4444444444444444,0.4444444444444444,0.5553769204351637
