First,Last,Nickname,Stance,Win,Loss,Draw,Total Fights,Weight_numeric,Height_cm
Paul,Buentello,The Headhunter,Orthodox,29,14,0,43,265,187.96
Jeremy,Stephens,Lil' Heathen,Orthodox,28,15,0,43,145,172.72
Joe,Lauzon,J-Lau,Orthodox,27,16,0,43,155,177.8
Kazushi,Sakuraba,The Gracie Hunter,Southpaw,26,16,1,43,185,182.88
Anthony,Ruiz,El Toro,Orthodox,27,16,0,43,205,187.96
Andrei,Arlovski,The Pitbull,Orthodox,27,16,0,43,265,190.5
Miguel,Torres,,Orthodox,39,5,0,44,135,175.26
Keita,Nakamura,K-Taro,Southpaw,33,9,2,44,170,180.34
Iuri,Alcantara,Marajo,Southpaw,35,9,0,44,135,175.26
Hector,Lombard,Lightning,Southpaw,34,9,1,44,185,175.26
Urijah,Faber,The California Kid,Orthodox,34,10,0,44,135,167.64000000000001
Jason,Miller,Mayhem,Orthodox,34,10,0,44,185,185.42
Paul,Daley,Semtex,Orthodox,31,11,2,44,170,175.26
Donald,Cerrone,Cowboy,Orthodox,33,11,0,44,170,185.42
Mirko,Cro Cop,Cro Cop,Southpaw,31,11,2,44,265,187.96
Phil,Johns,,Southpaw,30,13,1,44,170,157.48000000000002
Aaron,Riley,,Southpaw,29,14,1,44,155,172.72
Chael,Sonnen,,Southpaw,29,14,1,44,205,185.42
Ryuta,Sakurai,,Orthodox,22,16,6,44,183,170.18
Jutaro,Nakao,,Southpaw,23,17,4,44,170,175.26
Pete,Spratt,The Secret Weapon,Orthodox,23,21,0,44,170,175.26
Renato,Sobral,Babalu,Orthodox,36,9,0,45,205,185.42
Minotauro,Nogueira,Minotauro,Orthodox,34,10,1,45,265,190.5
Jorge,Masvidal,Gamebred,Orthodox,32,13,0,45,170,180.34
Joe,Stevenson,Daddy,Orthodox,31,14,0,45,145,170.18
Jake,Ellenberger,The Juggernaut,Orthodox,31,14,0,45,170,175.26
Geronimo,dos Santos,Mondragon,Orthodox,31,14,0,45,265,190.5
Yasuhito,Namekawa,,Orthodox,25,16,4,45,205,175.26
Steve,Berger,The Red Nosed Pitbull,Orthodox,21,22,2,45,170,180.34
Ruben,Villareal,Warpath,Orthodox,19,23,3,45,265,193.04
Matt,Horning,Horndog,,20,25,0,45,125,162.56
Ben,Rothwell,,Orthodox,36,10,0,46,265,193.04
Yushin,Okami,Thunder,Southpaw,35,11,0,46,170,187.96
John,Gunderson,Quick Guns,Orthodox,32,12,2,46,155,175.26
Guy,Mezger,,Orthodox,30,14,2,46,200,185.42
Caol,Uno,Uno Shoten,Southpaw,26,15,5,46,155,170.18
Chris,Mickle,,Orthodox,28,16,2,46,145,175.26
Ken,Shamrock,The World's Most Dangerous Man,Orthodox,28,16,2,46,205,185.42
Joshua,Burkman,The People's Warrior,Orthodox,29,17,0,46,170,177.8
Tsuyoshi,Kohsaka,TK,Orthodox,26,18,2,46,265,180.34
Matt,Horwich,Suave,Orthodox,26,19,1,46,185,185.42
Aaron,Brink,,Orthodox,25,21,0,46,205,190.5
Gary,Goodridge,Big Daddy,Orthodox,23,22,1,46,265,190.5
Hiromitsu,Kanehara,,Orthodox,19,24,3,46,200,177.8
Shunichi,Shimizu,Rolling Star,Orthodox,28,9,10,47,135,165.1
Tatsuya,Kawajiri,The Crusher,Orthodox,35,10,2,47,145,170.18
Bobby,Hoffman,The Truth,Orthodox,36,10,1,47,265,187.96
Rampage,Jackson,Rampage,Orthodox,36,11,0,47,205,185.42
Josh,Neer,The Dentist,Orthodox,33,13,1,47,170,180.34
Dan,Henderson,Hendo,Orthodox,32,15,0,47,185,180.34
Thomas,Denny,The Wildman,Orthodox,27,19,1,47,170,177.8
Laverne,Clark,,Orthodox,27,19,1,47,170,180.34
Rodney,Faverus,,Southpaw,25,19,3,47,265,182.88
Brandon,Melendez,The Murderer,Southpaw,26,21,0,47,155,180.34
Daniel,Weichel,The Weasel,,39,9,0,48,145,177.8
Andre,Santos,Chatuba,,38,10,0,48,170,182.88
Wanderlei,Silva,The Axe Murderer,Orthodox,35,12,1,48,205,180.34
Kiyoshi,Tamura,,Southpaw,32,13,3,48,185,180.34
Jesse,Taylor,JT Money,Orthodox,33,15,0,48,170,182.88
Satoru,Kitaoka,,,29,11,9,49,154,167.64000000000001
Takanori,Gomi,The Fireball Kid,Southpaw,35,14,0,49,155,170.18
Clay,Guida,The Carpenter,Orthodox,34,15,0,49,155,170.18
Gegard,Mousasi,,Orthodox,42,6,2,50,185,187.96
Tyrone,Roberts,Native Warrior,Orthodox,39,10,1,50,185,175.26
Hayato,Sakurai,Mach,Orthodox,36,12,2,50,168,170.18
John,Alessio,The Natural,Orthodox,34,16,0,50,155,177.8
Pat,Healy,Bam Bam,Orthodox,31,19,0,50,155,182.88
Charles,Bennett,Krazy Horse,Orthodox,25,23,2,50,155,172.72
Ronald,Jhun,The Machine Gun,Orthodox,24,24,2,50,170,180.34
John,Renken,The Saint,Orthodox,19,28,3,50,190,182.88
Denis,Kang,,Orthodox,34,15,2,51,185,180.34
Jeff,Curran,Big Frog,Orthodox,35,15,1,51,135,167.64000000000001
Dave,Dalgliesh,,Orthodox,30,19,2,51,205,187.96
Brian,Gassaway,,Orthodox,29,20,2,51,170,185.42
Edwin,DeWees,Babyface,Orthodox,37,15,0,52,185,185.42
Alonzo,Martinez,Zo Diddy,,35,16,1,52,155,177.8
Bart,Palaszewski,Bartimus,Orthodox,35,17,0,52,145,175.26
Kyle,Jensen,,Orthodox,40,11,2,53,170,175.26
Naoyuki,Kotani,,Southpaw,33,13,7,53,155,172.72
Masakatsu,Funaki,,Southpaw,39,13,1,53,185,182.88
Nick,Thompson,The Goat,Orthodox,38,14,1,53,170,185.42
Gilbert,Yvel,The Hurricane,Orthodox,36,16,1,53,265,187.96
Ron,Faircloth,,Orthodox,33,20,0,53,205,175.26
Matt,Hughes,,Switch,45,9,0,54,170,175.26
Gleison,Tibau,,Southpaw,40,14,0,54,155,177.8
Chris,Lytle,Lights Out,Orthodox,31,18,5,54,170,180.34
Dave,Cochran,,,25,28,1,54,155,167.64000000000001
Akihiro,Gono,,Switch,32,16,7,55,170,170.18
Jason,DeLucia,,Southpaw,33,21,1,55,190,180.34
Valentijn,Overeem,,Orthodox,29,26,0,55,265,190.5
Jeff,Monson,The Snowman,Orthodox,43,12,1,56,265,175.26
Joe,Pearson,The Triangular Strangler,Orthodox,38,17,1,56,145,177.8
Harris,Sarmiento,The Hitman,Orthodox,33,23,0,56,155,175.26
Hideo,Tokoro,,Orthodox,30,25,1,56,135,170.18
Ron,Fields,Killing,Orthodox,25,30,1,56,200,187.96
Drew,Fickett,The Master,Orthodox,41,16,0,57,155,177.8
Yoshiki,Takahashi,Kazuo,Southpaw,29,25,3,57,199,180.34
Luis,Santos,,Southpaw,50,7,1,58,170,185.42
Joe,Riggs,Diesel,Southpaw,41,17,0,58,185,182.88
Nate,Marquardt,The Great,Orthodox,38,19,2,59,185,182.88
Ricco,Rodriguez,Suave,Orthodox,47,13,0,60,265,193.04
Alistair,Overeem,The Demolition Man,Orthodox,43,17,0,60,265,193.04
Rich,Clementi,No Love,Southpaw,40,20,1,61,155,175.26
Vernon,White,Tiger,Southpaw,26,33,2,61,205,182.88
Dave,Menne,The Warrior,Orthodox,44,16,2,62,170,177.8
Joe,Doerksen,El Dirte,Orthodox,47,16,0,63,185,182.88
Joe,Jordan,,Orthodox,49,13,2,64,155,167.64000000000001
Alexander,Shlemenko,Storm,,56,9,0,65,185,180.34
Aleksei,Oleinik,The Boa Constrictor,Orthodox,53,11,1,65,265,187.96
Yves,Edwards,,Southpaw,42,22,1,65,155,175.26
Sean,Wilson,P-Town,,36,29,0,65,145,172.72
Igor,Vovchanchyn,Ice Cold,Orthodox,55,10,1,66,205,172.72
Melvin,Guillard,The Young Assassin,Orthodox,48,15,3,66,155,175.26
Brian,Ebersole,Bad Boy,Southpaw,51,17,1,69,170,182.88
Keiichiro,Yamamiya,,Southpaw,40,27,10,77,185,180.34
Travis,Wiuff,The Diesel,Orthodox,64,14,0,78,205,190.5
Dennis,Hallman,Superman,Orthodox,67,14,2,83,155,175.26
Shonie,Carter,Mr. International,Southpaw,50,27,7,84,170,177.8
Yuki,Kondo,,Southpaw,53,26,8,87,183,180.34
Adrian,Serrano,,,56,29,4,89,170,172.72
Ikuhisa,Minowa,Minowaman,Orthodox,51,32,8,91,181,175.26
Jeremy,Horn,Gumby,Orthodox,88,21,5,114,185,185.42
Shannon,Ritch,The Cannon,Orthodox,47,74,0,121,190,175.26
Dan,Severn,The Beast,Southpaw,100,18,7,125,265,187.96
Travis,Fulton,The Ironman,Orthodox,127,49,10,186,265,182.88
