red,blue,actual,ai,ai_err,bookies,bookies_err
Diego Sanchez,Jake Ellenberger,0,0.9930834770202637,0.9930834770202637,0.23809523809523805,0.23809523809523805
Jake Ellenberger,Josh Koscheck,1,0.05221378430724144,0.9477862156927586,0.5833333333333334,0.41666666666666663
Jake Ellenberger,Kelvin Gastelum,0,0.8775538206100464,0.8775538206100464,0.4081632653061225,0.4081632653061225
Jake Ellenberger,Martin Kampmann,0,0.022117191925644875,0.022117191925644875,0.6402877697841727,0.6402877697841727
John Howard,Jake Ellenberger,0,0.8972105383872986,0.8972105383872986,0.3558718861209965,0.3558718861209965
Tarec Saffiedine,Jake Ellenberger,1,0.9997647404670715,0.0002352595329284668,0.726027397260274,0.273972602739726
Marlon Vera,Roman Salazar,1,0.9999990463256836,9.5367431640625e-07,0.5555555555555556,0.4444444444444444
Roman Salazar,Norifumi Yamamoto,1,0.229034885764122,0.770965114235878,0.425531914893617,0.574468085106383
Alex Caceres,Masio Fullen,1,0.9996155500411987,0.00038444995880126953,0.7435897435897436,0.2564102564102564
Makwan Amirkhani,Masio Fullen,1,0.9737175703048706,0.026282429695129395,0.7222222222222221,0.2777777777777779
Masio Fullen,Alex Torres,1,0.8950889706611633,0.10491102933883667,0.4878048780487805,0.5121951219512195
Andrei Arlovski,Frank Mir,1,0.9229351282119751,0.0770648717880249,0.6078431372549019,0.3921568627450981
Frank Mir,Alistair Overeem,0,4.500730938161723e-06,4.500730938161723e-06,0.21052631578947367,0.21052631578947367
Frank Mir,Daniel Cormier,0,0.00732837151736021,0.00732837151736021,0.2298850574712644,0.2298850574712644
Frank Mir,Josh Barnett,0,1.0346144563300186e-06,1.0346144563300186e-06,0.3745318352059925,0.3745318352059925
Frank Mir,Shane Carwin,0,0.20740319788455963,0.20740319788455963,0.6,0.6
Mark Hunt,Frank Mir,1,0.008751487359404564,0.9912485126405954,0.6,0.4
Ivan Jorge,Josh Shockley,1,0.2830020785331726,0.7169979214668274,0.7222222222222221,0.2777777777777779
Keith Wisniewski,Ivan Jorge,0,0.780264139175415,0.780264139175415,0.28169014084507044,0.28169014084507044
Anderson Silva,Nick Diaz,1,0.38144391775131226,0.6185560822486877,0.7802197802197803,0.21978021978021967
Daniel Cormier,Anderson Silva,1,0.9696244597434998,0.030375540256500244,0.8113207547169812,0.18867924528301883
Israel Adesanya,Anderson Silva,1,0.9997064471244812,0.00029355287551879883,0.8373983739837398,0.16260162601626016
Jared Cannonier,Anderson Silva,1,0.515141487121582,0.48485851287841797,0.5744680851063829,0.4255319148936171
Ildemar Alcantara,Igor Araujo,0,0.9999934434890747,0.9999934434890747,0.7752808988764045,0.7752808988764045
Kevin Casey,Ildemar Alcantara,1,0.1471535861492157,0.8528464138507843,0.4545454545454545,0.5454545454545455
Wagner Prado,Ildemar Alcantara,0,1.6540076253068747e-10,1.6540076253068747e-10,0.6825396825396826,0.6825396825396826
Daniel Sarafian,Antonio Dos Santos,1,0.9625238180160522,0.037476181983947754,0.6078431372549019,0.3921568627450981
Daniel Sarafian,CB Dollaway,0,7.771393251143621e-11,7.771393251143621e-11,0.5833333333333334,0.5833333333333334
Daniel Sarafian,Kiichi Kunimoto,0,0.3900124728679657,0.3900124728679657,0.8181818181818182,0.8181818181818182
Iuri Alcantara,Leandro Issa,1,0.16502290964126587,0.8349770903587341,0.7142857142857143,0.2857142857142857
Jumabieke Tuerxun,Leandro Issa,0,1.4575108481240662e-11,1.4575108481240662e-11,0.4651162790697674,0.4651162790697674
Leandro Issa,Russell Doane,0,0.24998551607131958,0.24998551607131958,0.5454545454545454,0.5454545454545454
Leandro Issa,Ulka Sasaki,1,0.5553256869316101,0.4446743130683899,0.19230769230769235,0.8076923076923077
Taylor Lapilus,Leandro Issa,1,0.8236788511276245,0.1763211488723755,0.6153846153846154,0.3846153846153846
Christian Morecraft,Matt Mitrione,0,0.385667085647583,0.385667085647583,0.29850746268656714,0.29850746268656714
David Michaud,Garett Whiteley,1,0.9998645782470703,0.0001354217529296875,0.696969696969697,0.303030303030303
Olivier Aubin-Mercier,David Michaud,1,0.006342902779579163,0.9936570972204208,0.7727272727272727,0.2272727272727273
KJ Noons,Daron Cruickshank,1,0.006637467537075281,0.9933625324629247,0.3333333333333333,0.6666666666666667
Sam Stout,KJ Noons,0,0.9999997615814209,0.9999997615814209,0.5121951219512195,0.5121951219512195
Gabriel Benitez,Clay Collard,1,0.385667085647583,0.614332914352417,0.31746031746031744,0.6825396825396826
Chico Camus,Dustin Kimura,0,0.3326614499092102,0.3326614499092102,0.5744680851063829,0.5744680851063829
Dustin Pague,Chico Camus,0,0.0007350791711360216,0.0007350791711360216,0.6078431372549019,0.6078431372549019
Henry Cejudo,Chico Camus,1,0.8954674005508423,0.10453259944915771,0.9272727272727272,0.07272727272727275
Kyoji Horiguchi,Chico Camus,1,0.977418839931488,0.022581160068511963,0.8076923076923077,0.1923076923076923
Isaac Vallie-Flagg,Elias Silverio,0,0.5203284621238708,0.5203284621238708,0.37735849056603776,0.37735849056603776
Yves Edwards,Isaac Vallie-Flagg,0,0.9947545528411865,0.9947545528411865,0.6825396825396826,0.6825396825396826
Luke Barnatt,Roger Narvaez,0,0.00019008209346793592,0.00019008209346793592,0.8076923076923077,0.8076923076923077
Luke Barnatt,Sean Strickland,0,0.7895784974098206,0.7895784974098206,0.6078431372549019,0.6078431372549019
Mark Munoz,Luke Barnatt,1,0.9817035794258118,0.018296420574188232,0.4651162790697674,0.5348837209302326
Cody McKenzie,Yves Edwards,0,2.6168180955465914e-09,2.6168180955465914e-09,0.28169014084507044,0.28169014084507044
Yves Edwards,Akbarh Arreola,0,0.9997052550315857,0.9997052550315857,0.726027397260274,0.726027397260274
Yves Edwards,Daron Cruickshank,0,0.9975059628486633,0.9975059628486633,0.37735849056603776,0.37735849056603776
Yves Edwards,Isaac Vallie-Flagg,0,1.0,1.0,0.6825396825396826,0.6825396825396826
Yves Edwards,Piotr Hallmann,0,0.9828363060951233,0.9828363060951233,0.4081632653061225,0.4081632653061225
Yves Edwards,Sam Stout,0,0.9995108842849731,0.9995108842849731,0.3745318352059925,0.3745318352059925
Felice Herrig,Kailin Curran,1,0.385667085647583,0.614332914352417,0.4444444444444444,0.5555555555555556
Edgar Garcia,Hector Urbina,0,0.5492823123931885,0.5492823123931885,0.6153846153846154,0.6153846153846154
Sheldon Westcott,Edgar Garcia,1,0.9998162388801575,0.0001837611198425293,0.6226415094339622,0.37735849056603776
Wagner Silva,Colby Covington,0,0.385667085647583,0.385667085647583,0.18691588785046728,0.18691588785046728
Bristol Marunde,Clint Hester,0,0.006981167942285538,0.006981167942285538,0.43478260869565216,0.43478260869565216
Dylan Andrews,Clint Hester,0,0.9999977350234985,0.9999977350234985,0.5833333333333334,0.5833333333333334
Vitor Miranda,Clint Hester,1,0.9999016523361206,9.834766387939453e-05,0.4545454545454545,0.5454545454545455
Dylan Andrews,Clint Hester,0,0.002361224964261055,0.002361224964261055,0.5833333333333334,0.5833333333333334
Dylan Andrews,Sam Alvey,0,0.0003968885284848511,0.0003968885284848511,0.6,0.6
Richie Vaculik,Justin Scoggins,0,0.000112505404104013,0.000112505404104013,0.24390243902439024,0.24390243902439024
Richie Vaculik,Louis Smolka,0,1.4945216207706835e-05,1.4945216207706835e-05,0.24390243902439024,0.24390243902439024
Vik Grujic,Chris Clements,0,0.385667085647583,0.385667085647583,0.5121951219512195,0.5121951219512195
Francimar Barroso,Hans Stringer,0,0.9999997615814209,0.9999997615814209,0.5744680851063829,0.5744680851063829
Ilir Latifi,Hans Stringer,1,0.7514130473136902,0.24858695268630981,0.701492537313433,0.298507462686567
William Patolino,Leonardo Santos,0,0.00019241510017309338,0.00019241510017309338,0.4166666666666667,0.4166666666666667
William Patolino,Neil Magny,0,0.0006156270392239094,0.0006156270392239094,0.3508771929824561,0.3508771929824561
Alejandro Perez,Scott Jorgensen,1,0.9991000890731812,0.0008999109268188477,0.4651162790697674,0.5348837209302326
Scott Jorgensen,Wilson Reis,0,0.004117378033697605,0.004117378033697605,0.3389830508474576,0.3389830508474576
Scott Jorgensen,Zach Makovsky,0,0.06275825202465057,0.06275825202465057,0.6875,0.6875
Bruno Santos,Krzysztof Jotko,0,0.929151177406311,0.929151177406311,0.701492537313433,0.701492537313433
Chris Camozzi,Bruno Santos,0,0.9360340237617493,0.9360340237617493,0.7058823529411765,0.7058823529411765
Anthony Njokuani,Danny Castillo,0,0.08026587963104248,0.08026587963104248,0.3703703703703704,0.3703703703703704
Anthony Njokuani,Vinc Pichel,0,0.28909721970558167,0.28909721970558167,0.7222222222222221,0.7222222222222221
John Makdessi,Anthony Njokuani,0,0.999971866607666,0.999971866607666,0.3333333333333333,0.3333333333333333
Akira Corassani,Max Holloway,0,0.00538471806794405,0.00538471806794405,0.1724137931034483,0.1724137931034483
Andy Ogle,Akira Corassani,0,0.9999949932098389,0.9999949932098389,0.6078431372549019,0.6078431372549019
Paulo Thiago,Gasan Umalatov,0,0.9760569334030151,0.9760569334030151,0.6363636363636364,0.6363636363636364
Viscardi Andrade,Gasan Umalatov,1,0.9999892711639404,1.0728836059570312e-05,0.4761904761904761,0.523809523809524
Tor Troeng,Krzysztof Jotko,0,1.9535830233508023e-06,1.9535830233508023e-06,0.43478260869565216,0.43478260869565216
Tor Troeng,Trevor Smith,0,0.0448569618165493,0.0448569618165493,0.6078431372549019,0.6078431372549019
Chris Cariaso,John Moraga,0,0.9998186230659485,0.9998186230659485,0.43478260869565216,0.43478260869565216
Iliarde Santos,Chris Cariaso,0,0.2968134880065918,0.2968134880065918,0.7752808988764045,0.7752808988764045
Takeya Mizugaki,Chris Cariaso,0,0.6862760782241821,0.6862760782241821,0.7435897435897436,0.7435897435897436
Will Campuzano,Chris Cariaso,0,0.003112760139629245,0.003112760139629245,0.5,0.5
Cody Garbrandt,Takeya Mizugaki,1,0.8520027995109558,0.1479972004890442,0.84,0.16000000000000003
Eddie Wineland,Takeya Mizugaki,1,0.17605648934841156,0.8239435106515884,0.6296296296296297,0.37037037037037035
Takeya Mizugaki,Chris Cariaso,0,0.3858787417411804,0.3858787417411804,0.7435897435897436,0.7435897435897436
Cody Gibson,Aljamain Sterling,0,2.1597215891233645e-06,2.1597215891233645e-06,0.2631578947368421,0.2631578947368421
Douglas Silva de Andrade,Cody Gibson,1,0.9975990653038025,0.0024009346961975098,0.3076923076923077,0.6923076923076923
Johnny Bedford,Cody Gibson,0,0.9999990463256836,0.9999990463256836,0.6491228070175439,0.6491228070175439
Amir Sadollah,Dong Hyun Kim,0,2.669299226099042e-10,2.669299226099042e-10,0.5,0.5
Amir Sadollah,Duane Ludwig,0,0.9985620379447937,0.9985620379447937,0.797979797979798,0.797979797979798
Leslie Smith,Rin Nakai,1,0.385667085647583,0.614332914352417,0.5652173913043478,0.4347826086956522
Cristiano Marcello,Kazuki Tokudome,0,0.3771733343601227,0.3771733343601227,0.4878048780487805,0.4878048780487805
Kazuki Tokudome,Johnny Case,0,0.02476896345615387,0.02476896345615387,0.5652173913043478,0.5652173913043478
Kazuki Tokudome,Yui Chul Nam,0,0.06875905394554138,0.06875905394554138,0.3508771929824561,0.3508771929824561
Alex Oliveira,Piotr Hallmann,1,0.9773608446121216,0.022639155387878418,0.7368421052631579,0.26315789473684215
Francisco Trinaldo,Piotr Hallmann,0,0.9995169639587402,0.9995169639587402,0.7560975609756098,0.7560975609756098
Yves Edwards,Piotr Hallmann,0,0.6286705732345581,0.6286705732345581,0.4081632653061225,0.4081632653061225
Igor Araujo,George Sullivan,0,0.005839656572788954,0.005839656572788954,0.5652173913043478,0.5652173913043478
Ildemar Alcantara,Igor Araujo,0,0.9998973608016968,0.9998973608016968,0.7752808988764045,0.7752808988764045
Johnny Bedford,Cody Gibson,0,0.9912420511245728,0.9912420511245728,0.6491228070175439,0.6491228070175439
Louis Gaudinot,Johnny Bedford,0,0.646091103553772,0.646091103553772,0.3278688524590164,0.3278688524590164
Justin Scoggins,Dustin Ortiz,0,0.999998927116394,0.999998927116394,0.7435897435897436,0.7435897435897436
Pedro Munhoz,Justin Scoggins,1,0.02120101824402809,0.9787989817559719,0.425531914893617,0.574468085106383
Richie Vaculik,Justin Scoggins,0,0.3665773868560791,0.3665773868560791,0.24390243902439024,0.24390243902439024
Will Campuzano,Justin Scoggins,0,0.00022389381774701178,0.00022389381774701178,0.15384615384615385,0.15384615384615385
Rodrigo Damm,Rashid Magomedov,0,0.385667085647583,0.385667085647583,0.2564102564102564,0.2564102564102564
Sean Soriano,Chas Skelly,0,0.385667085647583,0.385667085647583,0.3703703703703704,0.3703703703703704
Anthony Njokuani,Danny Castillo,0,0.36986982822418213,0.36986982822418213,0.3703703703703704,0.3703703703703704
Danny Castillo,Edson Barboza,0,0.9988828301429749,0.9988828301429749,0.28169014084507044,0.28169014084507044
Joe Stevenson,Danny Castillo,0,0.004209491424262524,0.004209491424262524,0.5652173913043478,0.5652173913043478
Nik Lentz,Danny Castillo,1,0.20979203283786774,0.7902079671621323,0.5833333333333334,0.41666666666666663
Paul Sass,Danny Castillo,0,1.1805411759269191e-07,1.1805411759269191e-07,0.5169082125603864,0.5169082125603864
Amanda Nunes,Shayna Baszler,1,0.385667085647583,0.614332914352417,0.8823529411764706,0.11764705882352944
Ramsey Nijem,Diego Ferreira,0,0.0018757293000817299,0.0018757293000817299,0.3703703703703704,0.3703703703703704
Ramsey Nijem,James Vick,0,0.00010240256960969418,0.00010240256960969418,0.6551724137931035,0.6551724137931035
Ramsey Nijem,Myles Jury,0,0.013710856437683105,0.013710856437683105,0.3448275862068966,0.3448275862068966
Ramsey Nijem,Tony Ferguson,0,6.590498173864034e-07,6.590498173864034e-07,0.5121951219512195,0.5121951219512195
Derrick Lewis,Ruan Potts,1,0.9997758269309998,0.00022417306900024414,0.8757763975155279,0.12422360248447206
Ruan Potts,Anthony Hamilton,0,1.8702546640270157e-06,1.8702546640270157e-06,0.3278688524590164,0.3278688524590164
Leonardo Mafra,Cain Carrizosa,1,0.385667085647583,0.614332914352417,0.6296296296296297,0.37037037037037035
John Hathaway,Mike Pyle,0,0.9951419830322266,0.9951419830322266,0.826086956521739,0.826086956521739
Mike Pyle,Jordan Mein,0,0.7819674015045166,0.7819674015045166,0.2898550724637681,0.2898550724637681
Ricardo Almeida,Mike Pyle,0,0.3978714942932129,0.3978714942932129,0.6,0.6
Ricardo Funch,Mike Pyle,0,0.9899349808692932,0.9899349808692932,0.1801801801801802,0.1801801801801802
Chris Camozzi,Francis Carmont,0,0.5660508871078491,0.5660508871078491,0.5348837209302325,0.5348837209302325
Costas Philippou,Francis Carmont,0,0.0034473061095923185,0.0034473061095923185,0.5918367346938775,0.5918367346938775
Francis Carmont,CB Dollaway,0,0.8680412173271179,0.8680412173271179,0.6226415094339622,0.6226415094339622
Francis Carmont,Thales Leites,0,0.9943506717681885,0.9943506717681885,0.6774193548387096,0.6774193548387096
Karlos Vemola,Francis Carmont,0,2.4066646801657043e-05,2.4066646801657043e-05,0.3448275862068966,0.3448275862068966
Rani Yahya,Tom Niinimaki,0,0.02406013011932373,0.02406013011932373,0.5121951219512195,0.5121951219512195
Tom Niinimaki,Niklas Backstrom,0,0.9808716773986816,0.9808716773986816,0.7101449275362319,0.7101449275362319
Aaron Phillips,Matt Hobar,0,0.385667085647583,0.385667085647583,0.4081632653061225,0.4081632653061225
Rich Franklin,Cung Le,0,0.385667085647583,0.385667085647583,0.8181818181818182,0.8181818181818182
Roland Delorme,Alex Caceres,0,2.4159053424455124e-08,2.4159053424455124e-08,0.43478260869565216,0.43478260869565216
Roland Delorme,Michinori Tanaka,0,0.0005818151403218508,0.0005818151403218508,0.4166666666666667,0.4166666666666667
Roland Delorme,Ulka Sasaki,0,4.296981205698103e-05,4.296981205698103e-05,0.43478260869565216,0.43478260869565216
Neil Magny,Seth Baczynski,0,0.9862334728240967,0.9862334728240967,0.5918367346938775,0.5918367346938775
Seth Baczynski,Alan Jouban,0,0.024713946506381035,0.024713946506381035,0.6078431372549019,0.6078431372549019
Seth Baczynski,Brian Melancon,0,0.015041026286780834,0.015041026286780834,0.7368421052631579,0.7368421052631579
Clay Guida,Robert Peralta,1,0.9984675049781799,0.0015324950218200684,0.7101449275362319,0.28985507246376807
Jason Young,Robert Peralta,0,0.9999649524688721,0.9999649524688721,0.5348837209302325,0.5348837209302325
Rony Jason,Robert Peralta,0,0.5281079411506653,0.5281079411506653,0.7619047619047619,0.7619047619047619
John Dodson,Zach Makovsky,1,0.8342781662940979,0.1657218337059021,0.8888888888888888,0.11111111111111116
Joseph Benavidez,Zach Makovsky,1,0.9999955892562866,4.410743713378906e-06,0.8076923076923077,0.1923076923076923
Scott Jorgensen,Zach Makovsky,0,0.8444631099700928,0.8444631099700928,0.6875,0.6875
Josh Thomson,Bobby Green,0,0.9999940395355225,0.9999940395355225,0.7916666666666665,0.7916666666666665
Nate Diaz,Josh Thomson,0,0.054813746362924576,0.054813746362924576,0.5918367346938775,0.5918367346938775
Daron Cruickshank,Jorge Masvidal,0,0.0023174139205366373,0.0023174139205366373,0.31746031746031744,0.31746031746031744
Erik Koch,Daron Cruickshank,0,0.6671752333641052,0.6671752333641052,0.7468354430379747,0.7468354430379747
KJ Noons,Daron Cruickshank,1,0.9986501336097717,0.0013498663902282715,0.3333333333333333,0.6666666666666667
Paul Felder,Daron Cruickshank,1,0.9999504089355469,4.9591064453125e-05,0.7058823529411765,0.2941176470588235
Yves Edwards,Daron Cruickshank,0,0.9987806677818298,0.9987806677818298,0.37735849056603776,0.37735849056603776
Fabio Maldonado,Kyle Kingsbury,0,0.9655148983001709,0.9655148983001709,0.37735849056603776,0.37735849056603776
Jared Hamman,Kyle Kingsbury,0,0.9214419722557068,0.9214419722557068,0.6491228070175439,0.6491228070175439
Kyle Kingsbury,Glover Teixeira,0,0.5520370602607727,0.5520370602607727,0.31746031746031744,0.31746031746031744
Kyle Kingsbury,Jimi Manuwa,0,0.9997385144233704,0.9997385144233704,0.3076923076923077,0.3076923076923077
Kyle Kingsbury,Patrick Cummins,0,0.46765801310539246,0.46765801310539246,0.3278688524590164,0.3278688524590164
Hernani Perpetuo,Tim Means,0,0.385667085647583,0.385667085647583,0.3745318352059925,0.3745318352059925
Cole Miller,Steven Siler,0,0.9063112735748291,0.9063112735748291,0.8214285714285714,0.8214285714285714
Steven Siler,Darren Elkins,0,0.9999788999557495,0.9999788999557495,0.5,0.5
Steven Siler,Noad Lahat,0,0.8445451855659485,0.8445451855659485,0.6774193548387096,0.6774193548387096
Brad Pickett,Eddie Wineland,0,0.9876775145530701,0.9876775145530701,0.4081632653061225,0.4081632653061225
Brad Pickett,Ian McCall,0,0.989538311958313,0.989538311958313,0.4016064257028112,0.4016064257028112
Brad Pickett,Michael McDonald,0,0.46412545442581177,0.46412545442581177,0.2564102564102564,0.2564102564102564
Brad Pickett,Renan Barao,0,0.7327196002006531,0.7327196002006531,0.4651162790697674,0.4651162790697674
Urijah Faber,Brad Pickett,1,0.10963800549507141,0.8903619945049286,0.7727272727272727,0.2272727272727273
Scott Askham,Chris Dempsey,1,0.385667085647583,0.614332914352417,0.7826086956521741,0.21739130434782594
Phil Harris,John Lineker,0,0.385667085647583,0.385667085647583,0.21052631578947367,0.21052631578947367
Alptekin Ozkilic,Louis Smolka,0,0.8869584202766418,0.8869584202766418,0.7297297297297297,0.7297297297297297
Darren Uyenoyama,Alptekin Ozkilic,0,0.12284719944000244,0.12284719944000244,0.3225806451612903,0.3225806451612903
Pat Healy,Khabib Nurmagomedov,0,0.385667085647583,0.385667085647583,0.2898550724637681,0.2898550724637681
Hugo Viana,Aljamain Sterling,0,0.385667085647583,0.385667085647583,0.30303030303030304,0.30303030303030304
BJ Penn,Nick Diaz,0,0.00010827797086676583,0.00010827797086676583,0.4878048780487805,0.4878048780487805
BJ Penn,Rory MacDonald,0,3.350183760630898e-05,3.350183760630898e-05,0.26666666666666666,0.26666666666666666
Jumabieke Tuerxun,Leandro Issa,0,4.7518817154923454e-05,4.7518817154923454e-05,0.4651162790697674,0.4651162790697674
Jumabieke Tuerxun,Mark Eddiva,0,0.002623105887323618,0.002623105887323618,0.8148148148148148,0.8148148148148148
Alessio Sakara,Nico Musoke,0,0.9690499305725098,0.9690499305725098,0.6363636363636364,0.6363636363636364
Viscardi Andrade,Nico Musoke,0,0.9971931576728821,0.9971931576728821,0.5744680851063829,0.5744680851063829
Chris Leben,Andrew Craig,0,0.014559833332896233,0.014559833332896233,0.4166666666666667,0.4166666666666667
Kyle Noke,Andrew Craig,0,0.9999648332595825,0.9999648332595825,0.7183098591549296,0.7183098591549296
Rafael Natal,Andrew Craig,0,0.9999942779541016,0.9999942779541016,0.43478260869565216,0.43478260869565216
Colton Smith,Diego Ferreira,0,5.586622137343511e-06,5.586622137343511e-06,0.3703703703703704,0.3703703703703704
Colton Smith,Michael Chiesa,0,9.370493359028842e-08,9.370493359028842e-08,0.4761904761904761,0.4761904761904761
Colton Smith,Robert Whittaker,0,4.857654403167544e-06,4.857654403167544e-06,0.5833333333333334,0.5833333333333334
James Te Huna,Nate Marquardt,0,0.385667085647583,0.385667085647583,0.6666666666666665,0.6666666666666665
Hatsu Hioki,Charles Oliveira,0,0.0013956864131614566,0.0013956864131614566,0.3508771929824561,0.3508771929824561
Hatsu Hioki,Ricardo Lamas,0,0.00017345497326459736,0.00017345497326459736,0.6226415094339622,0.6226415094339622
Erick Silva,Mike Rhodes,1,0.385667085647583,0.614332914352417,0.8,0.19999999999999996
John Lineker,Ali Bagautinov,0,0.9969525337219238,0.9969525337219238,0.425531914893617,0.425531914893617
Joseph Benavidez,Ali Bagautinov,1,0.9985288381576538,0.0014711618423461914,0.7727272727272727,0.2272727272727273
Kyoji Horiguchi,Ali Bagautinov,1,0.9999947547912598,5.245208740234375e-06,0.6666666666666665,0.3333333333333335
Marcos Vinicius,Ali Bagautinov,0,0.9719255566596985,0.9719255566596985,0.24096385542168675,0.24096385542168675
Ovince Saint Preux,Rafael Feijao,1,0.385667085647583,0.614332914352417,0.8076923076923077,0.1923076923076923
Mirko Cro Cop,Brendan Schaub,0,0.385667085647583,0.385667085647583,0.3076923076923077,0.3076923076923077
Anthony Perosh,Ryan Jimmo,0,0.08143500238656998,0.08143500238656998,0.3225806451612903,0.3225806451612903
Francimar Barroso,Ryan Jimmo,1,0.9999998807907104,1.1920928955078125e-07,0.29850746268656714,0.7014925373134329
Raquel Pennington,Elizabeth Phillips,1,0.385667085647583,0.614332914352417,0.7619047619047619,0.23809523809523814
Ivan Menjivar,Mike Easton,0,0.385667085647583,0.385667085647583,0.5348837209302325,0.5348837209302325
Ivan Jorge,Josh Shockley,1,0.385667085647583,0.614332914352417,0.7222222222222221,0.2777777777777779
Bobby Voelker,Lance Benoist,0,0.385667085647583,0.385667085647583,0.5121951219512195,0.5121951219512195
Elias Theodorou,Roger Narvaez,1,0.9998148083686829,0.00018519163131713867,0.7701149425287356,0.22988505747126442
Luke Barnatt,Roger Narvaez,0,0.9971779584884644,0.9971779584884644,0.8076923076923077,0.8076923076923077
Fabio Maldonado,Kyle Kingsbury,0,0.9905521869659424,0.9905521869659424,0.37735849056603776,0.37735849056603776
James McSweeney,Fabio Maldonado,0,0.5198523998260498,0.5198523998260498,0.3333333333333333,0.3333333333333333
Rampage Jackson,Fabio Maldonado,1,9.043478348758072e-05,0.9999095652165124,0.6296296296296297,0.37037037037037035
Court McGee,Marcio Alexandre Junior,1,0.8873822689056396,0.11261773109436035,0.6226415094339622,0.37735849056603776
Marcio Alexandre Junior,Warlley Alves,0,0.00033313711173832417,0.00033313711173832417,0.3508771929824561,0.3508771929824561
Paulo Thiago,Brandon Thatch,0,0.33981236815452576,0.33981236815452576,0.2352941176470588,0.2352941176470588
Paulo Thiago,Gasan Umalatov,0,0.0006579906330443919,0.0006579906330443919,0.6363636363636364,0.6363636363636364
Paulo Thiago,Martin Kampmann,0,7.277342461975422e-08,7.277342461975422e-08,0.6855345911949685,0.6855345911949685
Paulo Thiago,Siyar Bahadurzada,0,0.020428596064448357,0.020428596064448357,0.6,0.6
Dan Hooker,Mark Eddiva,1,0.9999781847000122,2.181529998779297e-05,0.6153846153846154,0.3846153846153846
Jumabieke Tuerxun,Mark Eddiva,0,0.9440248608589172,0.9440248608589172,0.8148148148148148,0.8148148148148148
Aaron Phillips,Matt Hobar,0,0.3948061168193817,0.3948061168193817,0.4081632653061225,0.4081632653061225
Sergio Pettis,Matt Hobar,1,0.9999994039535522,5.960464477539062e-07,0.7058823529411765,0.2941176470588235
Nam Phan,Vaughan Lee,0,0.2853828966617584,0.2853828966617584,0.6153846153846154,0.6153846153846154
Norifumi Yamamoto,Vaughan Lee,0,4.177055590304235e-09,4.177055590304235e-09,0.7435897435897436,0.7435897435897436
Paddy Holohan,Vaughan Lee,1,0.22184112668037415,0.7781588733196259,0.5918367346938775,0.40816326530612246
Vaughan Lee,Iuri Alcantara,0,0.9767643809318542,0.9767643809318542,0.2469135802469136,0.2469135802469136
Andy Ogle,Akira Corassani,0,0.9720788598060608,0.9720788598060608,0.6078431372549019,0.6078431372549019
Andy Ogle,Cole Miller,0,2.0691311419795966e-06,2.0691311419795966e-06,0.3508771929824561,0.3508771929824561
Andy Ogle,Maximo Blanco,0,0.00037729518953710794,0.00037729518953710794,0.3278688524590164,0.3278688524590164
Aleksei Oleinik,Viktor Pesta,1,0.9999878406524658,1.2159347534179688e-05,0.5833333333333334,0.41666666666666663
Derrick Lewis,Viktor Pesta,1,0.9999915361404419,8.463859558105469e-06,0.4,0.6
Viktor Pesta,Ruslan Magomedov,0,0.08341129869222641,0.08341129869222641,0.3846153846153847,0.3846153846153847
Edson Barboza,Jamie Varner,0,0.8505460023880005,0.8505460023880005,0.84375,0.84375
Jamie Varner,Abel Trujillo,0,0.6448721885681152,0.6448721885681152,0.5348837209302325,0.5348837209302325
Jamie Varner,Gleison Tibau,0,2.7910090238947305e-08,2.7910090238947305e-08,0.5121951219512195,0.5121951219512195
Jamie Varner,James Krause,0,8.661246101837605e-05,8.661246101837605e-05,0.6825396825396826,0.6825396825396826
Kevin Souza,Katsunori Kikuno,1,0.385667085647583,0.614332914352417,0.7183098591549296,0.2816901408450704
Yan Cabral,Zak Cummings,0,0.385667085647583,0.385667085647583,0.8484848484848484,0.8484848484848484
Anthony Lapsley,Albert Tumenov,0,0.385667085647583,0.385667085647583,0.2898550724637681,0.2898550724637681
Estevan Payan,Alex White,0,0.385667085647583,0.385667085647583,0.5348837209302325,0.5348837209302325
Sam Stout,James Krause,0,0.6225242614746094,0.6225242614746094,0.7435897435897436,0.7435897435897436
Sam Stout,Jeremy Stephens,0,0.8286656141281128,0.8286656141281128,0.6551724137931035,0.6551724137931035
Sam Stout,John Makdessi,0,0.9940302968025208,0.9940302968025208,0.6666666666666665,0.6666666666666665
Sam Stout,KJ Noons,0,0.9944936633110046,0.9944936633110046,0.5121951219512195,0.5121951219512195
Sam Stout,Spencer Fisher,0,0.27619585394859314,0.27619585394859314,0.7802197802197803,0.7802197802197803
Yves Edwards,Sam Stout,0,0.3292829394340515,0.3292829394340515,0.3745318352059925,0.3745318352059925
Minotauro Nogueira,Fabricio Werdum,0,0.09569135308265686,0.09569135308265686,0.2898550724637681,0.2898550724637681
Minotauro Nogueira,Roy Nelson,0,0.9144952297210693,0.9144952297210693,0.4,0.4
Stefan Struve,Minotauro Nogueira,1,0.013940068893134594,0.9860599311068654,0.6363636363636364,0.36363636363636365
Alan Omer,Jim Alers,0,0.385667085647583,0.385667085647583,0.3225806451612903,0.3225806451612903
Aaron Simpson,Ronny Markes,0,0.7960765361785889,0.7960765361785889,0.43478260869565216,0.43478260869565216
Ronny Markes,Thiago Santos,0,0.9529621005058289,0.9529621005058289,0.8936170212765957,0.8936170212765957
